Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,name_norm,match_type
608,Juan Cuadrado,co COL,MIL,Inter,it Serie A,35,1988,3.0,158,189,83.6,2799,632,73,77,94.8,61,76,80.3,16,27,59.3,2,1.6,1.2,+0.4,9,11,5,2,11,Matches,juan cuadrado,exact
609,Pau Cubarsí,es ESP,DC,Barcelona,es La Liga,16,2007,17.3,1360,1487,91.5,25525,8442,493,523,94.3,737,772,95.5,122,170,71.8,0,0.4,0.4,-0.4,5,73,0,0,75,Matches,pau cubarsi,exact
610,Marc Cucurella,es ESP,DG,Chelsea,eng Premier League,25,1998,19.8,1036,1196,86.6,15110,4408,595,645,92.2,383,430,89.1,32,65,49.2,2,1.1,1.2,+0.9,19,51,7,4,50,Matches,marc cucurella,exact
611,Iván Cuéllar,es ESP,G,Mallorca,es La Liga,39,1984,1.0,24,35,68.6,612,461,3,4,75.0,14,14,100.0,7,17,41.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches,ivan cuellar,exact
612,Jorge Cuenca,es ESP,DC,Villarreal,es La Liga,23,1999,21.8,957,1150,83.2,17344,6301,367,388,94.6,515,579,88.9,65,154,42.2,1,0.2,0.8,+0.8,6,62,10,6,78,Matches,jorge cuenca,exact
613,Josh Cullen,ie IRL,MC,Burnley,eng Premier League,27,1996,22.9,1173,1373,85.4,18812,4917,617,667,92.5,466,521,89.4,69,127,54.3,3,1.8,2.3,+1.2,26,119,17,3,123,Matches,josh cullen,exact
614,Matheus Cunha,br BRA,BU,Wolves,eng Premier League,24,1999,27.1,658,831,79.2,8887,2308,411,476,86.3,182,229,79.5,32,57,56.1,7,3.2,3.0,+3.8,28,56,31,1,87,Matches,matheus cunha,exact
615,Marvin Cuni,al ALB,BU,Frosinone,it Serie A,22,2001,5.9,82,115,71.3,988,167,48,60,80.0,20,28,71.4,3,4,75.0,0,0.3,0.2,-0.3,6,2,2,0,11,Matches,marvin cuni,exact
616,Eric Curbelo,es ESP,DC,Las Palmas,es La Liga,29,1994,1.1,57,59,96.6,885,340,30,30,100.0,25,27,92.6,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,4,Matches,eric curbelo,exact
617,Sam Curtis,ie IRL,DEF,Sheffield Utd,eng Premier League,17,2005,0.3,6,10,60.0,98,37,3,4,75.0,3,3,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,sam curtis,exact
618,Tomáš Čvančara,cz CZE,BU,Gladbach,de Bundesliga,22,2000,10.0,137,216,63.4,1668,384,91,133,68.4,36,53,67.9,3,3,100.0,1,0.7,0.8,+0.3,7,7,4,2,13,Matches,tomas cvancara,exact
619,Danilo D'Ambrosio,it ITA,DC,Monza,it Serie A,34,1988,17.1,979,1095,89.4,17542,5544,360,376,95.7,531,566,93.8,74,124,59.7,0,0.2,0.4,-0.2,4,61,4,1,61,Matches,danilo dambrosio,exact
620,Alberto Dadie,es ESP,ATT,Real Sociedad,es La Liga,21,2002,0.3,3,7,42.9,47,33,2,4,50.0,1,1,100.0,0,0,,0,0.0,0.1,0.0,0,0,0,0,0,Matches,alberto dadie,exact
621,Trévis Dago,ci CIV,ATT,Lille,fr Ligue 1,18,2005,0.3,2,4,50.0,31,19,1,3,33.3,1,1,100.0,0,0,,1,0.4,0.0,+0.6,1,0,1,1,0,Matches,trevis dago,exact
622,Finn Dahmen,de GER,G,Augsburg,de Bundesliga,25,1998,31.0,1025,1345,76.2,27889,18248,166,168,98.8,556,566,98.2,299,600,49.8,0,0.1,0.2,-0.1,1,44,1,0,3,Matches,finn dahmen,exact
623,Mahmoud Dahoud,de GER,MDC,Brighton,eng Premier League,27,1996,5.0,284,328,86.6,4011,886,169,176,96.0,84,99,84.8,16,25,64.0,1,0.9,0.4,+0.1,10,21,1,1,11,Matches,mahmoud dahoud,exact
624,Mahmoud Dahoud,de GER,MDC,Stuttgart,de Bundesliga,27,1996,2.5,205,235,87.2,3140,829,117,126,92.9,63,71,88.7,16,24,66.7,0,0.5,0.9,-0.5,7,19,3,1,19,Matches,mahmoud dahoud,exact
625,Ameen Al-Dakhil,be BEL,DC,Burnley,eng Premier League,21,2002,11.7,537,637,84.3,9642,2939,208,220,94.5,280,321,87.2,42,77,54.5,0,0.1,0.6,-0.1,2,13,2,0,35,Matches,ameen al-dakhil,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
626,Thijs Dallinga,nl NED,BU,Toulouse,fr Ligue 1,22,2000,27.9,416,621,67.0,5875,1080,245,343,71.4,117,174,67.2,22,38,57.9,2,1.2,1.8,+0.8,17,19,15,2,38,Matches,thijs dallinga,exact
627,Diogo Dalot,pt POR,DD,Manchester Utd,eng Premier League,24,1999,35.3,1486,1830,81.2,24927,8066,729,817,89.2,574,701,81.9,139,213,65.3,3,2.9,2.4,+0.1,37,107,31,16,124,Matches,diogo dalot,exact
628,Mikkel Damsgaard,dk DEN,MC,Brentford,eng Premier League,23,2000,9.4,300,432,69.4,4940,1897,151,194,77.8,116,151,76.8,26,55,47.3,2,1.4,0.9,+0.6,10,50,11,1,61,Matches,mikkel damsgaard,exact
629,Flavius Daniliuc,at AUT,DC,Salernitana,it Serie A,22,2001,8.3,350,411,85.2,5932,2368,157,180,87.2,157,170,92.4,27,39,69.2,0,0.2,0.1,-0.2,5,31,2,0,37,Matches,flavius daniliuc,exact
630,Danilo,br BRA,MDC,Nott'ham Forest,eng Premier League,22,2001,19.9,588,757,77.7,10476,3222,255,297,85.9,246,285,86.3,70,123,56.9,2,1.5,0.7,+0.5,20,74,14,0,82,Matches,danilo,exact
631,Danilo,br BRA,MDC,Juventus,it Serie A,32,1991,27.2,1591,1849,86.0,31356,11027,541,580,93.3,839,916,91.6,195,303,64.4,1,0.9,1.0,+0.1,21,148,14,4,161,Matches,danilo,exact
632,Arnaut Danjuma,nl NED,MG,Everton,eng Premier League,26,1997,6.6,102,152,67.1,1420,357,57,69,82.6,37,54,68.5,2,7,28.6,0,1.1,0.4,-1.1,6,6,2,0,9,Matches,arnaut danjuma,exact
633,Jayden Danns,eng ENG,ATT,Liverpool,eng Premier League,17,2006,0.1,5,7,71.4,73,16,3,4,75.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches,jayden danns,exact
634,Kevin Danso,at AUT,DC,Lens,fr Ligue 1,24,1998,29.5,1508,1719,87.7,27659,10926,573,622,92.1,779,856,91.0,128,196,65.3,0,0.4,0.7,-0.4,8,122,6,0,133,Matches,kevin danso,exact
635,Dante,br BRA,DC,Nice,fr Ligue 1,39,1983,31.6,2540,2803,90.6,43573,17293,1157,1213,95.4,1141,1202,94.9,183,303,60.4,1,1.0,1.2,0.0,13,170,7,1,185,Matches,dante,exact
636,Raimane Daou,km COM,MIL,Marseille,fr Ligue 1,18,2004,0.3,11,13,84.6,120,30,11,11,100.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches,raimane daou,exact
637,Mohamed Daramy,dk DEN,BU,Reims,fr Ligue 1,21,2002,18.3,401,527,76.1,5848,1542,222,276,80.4,139,171,81.3,17,29,58.6,5,2.4,2.9,+2.6,23,22,30,3,69,Matches,mohamed daramy,exact
638,Sergi Darder,es ESP,MC,Mallorca,es La Liga,29,1993,24.0,725,1002,72.4,13785,4827,313,357,87.7,275,349,78.8,115,229,50.2,5,6.4,5.0,-1.4,51,120,32,14,132,Matches,sergi darder,exact
639,Achraf Dari,ma MAR,DC,Brest,fr Ligue 1,24,1999,1.3,73,85,85.9,1773,564,11,14,78.6,45,47,95.7,17,23,73.9,0,0.0,0.0,0.0,0,4,0,0,8,Matches,achraf dari,exact
640,Matteo Darmian,it ITA,MD,Inter,it Serie A,33,1989,26.7,1181,1389,85.0,20253,6795,512,565,90.6,558,611,91.3,83,144,57.6,1,1.8,1.3,-0.8,22,64,14,6,72,Matches,matteo darmian,exact
641,Lukas Daschner,de GER,BU,Bochum,de Bundesliga,24,1998,6.0,107,179,59.8,1382,483,64,90,71.1,30,49,61.2,3,17,17.6,1,1.0,1.2,0.0,10,8,7,2,17,Matches,lukas daschner,exact
642,Josh Dasilva,eng ENG,MIL,Brentford,eng Premier League,24,1998,0.3,10,19,52.6,153,59,5,7,71.4,5,7,71.4,0,2,0.0,0,0.2,0.2,-0.2,1,0,0,0,2,Matches,josh dasilva,exact
643,David Datro Fofana,ci CIV,BU,Burnley,eng Premier League,20,2002,9.8,117,173,67.6,1574,343,67,94,71.3,36,49,73.5,5,6,83.3,1,1.8,0.3,-0.8,8,9,5,1,15,Matches,david datro fofana,exact
644,David Datro Fofana,ci CIV,BU,Union Berlin,de Bundesliga,20,2002,7.6,106,152,69.7,1536,346,65,83,78.3,25,39,64.1,9,10,90.0,0,0.3,0.3,-0.3,5,5,8,2,14,Matches,david datro fofana,exact
645,Juan David Cabal,co COL,DG,Hellas Verona,it Serie A,22,2001,16.6,561,790,71.0,9888,4415,265,306,86.6,228,302,75.5,56,126,44.4,0,0.4,0.6,-0.4,12,57,10,6,70,Matches,juan david cabal,exact
646,Jonathan David,ca CAN,BU,Lille,fr Ligue 1,23,2000,29.2,537,655,82.0,7433,1592,306,359,85.2,186,219,84.9,12,15,80.0,4,3.3,2.3,+0.7,32,53,26,1,79,Matches,jonathan david,exact
647,Alphonso Davies,ca CAN,DG,Bayern Munich,de Bundesliga,22,2000,22.9,1440,1642,87.7,20701,5332,847,929,91.2,536,589,91.0,27,52,51.9,5,2.9,3.3,+2.1,37,88,31,7,117,Matches,alphonso davies,exact
648,Ben Davies,wls WAL,DC,Tottenham,eng Premier League,30,1993,12.1,766,850,90.1,13839,5258,303,324,93.5,388,413,93.9,60,81,74.1,0,0.4,0.6,-0.4,4,80,4,0,71,Matches,ben davies,exact
649,Tom Davies,eng ENG,MC,Sheffield Utd,eng Premier League,25,1998,2.5,68,99,68.7,901,310,41,50,82.0,20,27,74.1,2,7,28.6,0,0.1,0.2,-0.1,1,6,1,0,8,Matches,tom davies,exact
650,Keinan Davis,eng ENG,ATT,Udinese,it Serie A,25,1998,2.1,36,50,72.0,512,122,20,26,76.9,14,16,87.5,1,1,100.0,0,0.1,0.2,-0.1,3,3,2,0,6,Matches,keinan davis,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
651,Paweł Dawidowicz,pl POL,DC,Hellas Verona,it Serie A,28,1995,23.8,972,1173,82.9,20339,7048,247,302,81.8,587,647,90.7,131,199,65.8,0,0.0,0.1,0.0,2,60,2,0,89,Matches,paweł dawidowicz,exact
652,Craig Dawson,eng ENG,DC,Wolves,eng Premier League,33,1990,24.5,1104,1277,86.5,23417,8062,296,333,88.9,640,679,94.3,158,237,66.7,1,1.4,0.6,-0.4,9,52,2,0,49,Matches,craig dawson,exact
653,Kevin De Bruyne,be BEL,MOC,Manchester City,eng Premier League,32,1991,13.6,732,971,75.4,11555,3364,426,481,88.6,223,293,76.1,66,134,49.3,10,11.5,7.1,-1.5,59,67,56,12,111,Matches,kevin de bruyne,exact
654,Bobby De Cordova-Reid,jm JAM,FW,Fulham,eng Premier League,30,1993,15.8,364,487,74.7,5129,1431,211,240,87.9,112,157,71.3,17,37,45.9,2,1.8,1.2,+0.2,17,25,17,5,47,Matches,bobby de cordova-reid,original
655,Charles De Ketelaere,be BEL,BU,Atalanta,it Serie A,22,2001,22.5,565,782,72.3,8690,2346,302,384,78.6,211,273,77.3,31,58,53.4,8,6.1,4.1,+1.9,49,44,42,7,126,Matches,charles de ketelaere,exact
656,Rodrigo De Paul,ar ARG,MC,Atlético Madrid,es La Liga,29,1994,23.1,1291,1553,83.1,21996,6879,635,688,92.3,463,548,84.5,148,218,67.9,5,5.0,6.2,0.0,39,146,63,7,202,Matches,rodrigo de paul,exact
657,Mattia De Sciglio,it ITA,DG,Juventus,it Serie A,30,1992,0.5,17,19,89.5,296,124,7,7,100.0,9,10,90.0,1,1,100.0,0,0.0,0.0,0.0,0,2,1,0,3,Matches,mattia de sciglio,exact
658,Lorenzo De Silvestri,it ITA,DD,Bologna,it Serie A,35,1988,7.5,373,432,86.3,5791,1916,181,195,92.8,168,189,88.9,14,29,48.3,0,0.0,0.1,0.0,0,20,1,1,27,Matches,lorenzo de silvestri,exact
659,Thibault De Smet,be BEL,DG,Reims,fr Ligue 1,25,1998,20.3,837,1046,80.0,13947,4928,395,448,88.2,364,427,85.2,62,126,49.2,0,0.8,0.6,-0.8,14,80,14,4,104,Matches,thibault de smet,exact
660,Koni De Winter,be BEL,DC,Genoa,it Serie A,21,2002,26.4,1122,1269,88.4,19280,6416,465,509,91.4,568,615,92.4,67,99,67.7,1,1.0,0.3,0.0,5,54,5,0,76,Matches,koni de winter,exact
661,Grégoire Defrel,mq MTQ,AD,Sassuolo,it Serie A,32,1991,8.4,187,221,84.6,2738,555,102,114,89.5,65,75,86.7,10,13,76.9,2,1.2,1.1,+0.8,8,10,3,1,17,Matches,gregoire defrel,exact
662,Alessandro Deiola,it ITA,MC,Cagliari,it Serie A,27,1995,17.9,364,524,69.5,6842,2077,171,216,79.2,142,194,73.2,47,90,52.2,0,0.9,0.5,-0.9,10,45,7,2,64,Matches,alessandro deiola,exact
663,Romain Del Castillo,fr FRA,AD,Brest,fr Ligue 1,27,1996,27.7,989,1469,67.3,16904,6014,486,603,80.6,327,474,69.0,126,258,48.8,8,9.9,9.1,-1.9,89,103,72,21,155,Matches,romain del castillo,exact
664,Thomas Delaine,fr FRA,MG,Strasbourg,fr Ligue 1,31,1992,22.7,638,882,72.3,10860,3569,284,336,84.5,288,388,74.2,53,110,48.2,1,3.6,3.0,-2.6,26,30,23,12,52,Matches,thomas delaine,exact
665,Sacha Delaye,fr FRA,ATT,Montpellier,fr Ligue 1,21,2002,1.4,38,48,79.2,533,150,21,24,87.5,13,15,86.7,1,5,20.0,0,0.1,0.1,-0.1,2,3,1,1,4,Matches,sacha delaye,exact
666,Hannes Delcroix,be BEL,DG,Burnley,eng Premier League,24,1999,6.5,300,350,85.7,4932,1666,145,155,93.5,135,154,87.7,16,31,51.6,0,0.2,0.1,-0.2,4,24,3,2,18,Matches,hannes delcroix,exact
667,Alessandro Dellavalle,it ITA,DEF,Torino,it Serie A,19,2004,0.2,5,6,83.3,132,51,3,3,100.0,0,0,,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,alessandro dellavalle,exact
668,Olivier Deman,be BEL,MG,Werder Bremen,de Bundesliga,23,2000,15.2,543,730,74.4,9637,3323,244,284,85.9,226,289,78.2,63,111,56.8,1,0.9,1.3,+0.1,13,34,15,8,40,Matches,olivier deman,exact
669,Karamoko Dembélé,eng ENG,ATT,Brest,fr Ligue 1,20,2003,0.2,8,10,80.0,171,24,3,3,100.0,4,4,100.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,1,Matches,karamoko dembele,exact
670,Ousmane Dembélé,fr FRA,BU,Paris S-G,fr Ligue 1,26,1997,16.7,792,1044,75.9,13339,3923,380,454,83.7,315,403,78.2,66,114,57.9,8,6.7,5.8,+1.3,59,84,52,8,133,Matches,ousmane dembele,exact
671,Jessy Deminguet,fr FRA,MC,Strasbourg,fr Ligue 1,25,1998,7.7,221,258,85.7,3891,1010,105,112,93.8,85,96,88.5,25,41,61.0,0,0.4,0.6,-0.4,2,31,3,0,24,Matches,jessy deminguet,exact
672,Ermedin Demirović,ba BIH,BU,Augsburg,de Bundesliga,25,1998,31.9,371,574,64.6,4996,1174,202,289,69.9,129,165,78.2,8,14,57.1,9,3.9,3.7,+5.1,33,40,17,1,60,Matches,ermedin demirovic,exact
673,Diego Demme,de GER,MC,Napoli,it Serie A,31,1991,0.8,63,76,82.9,1050,216,28,34,82.4,29,35,82.9,4,4,100.0,0,0.0,0.0,0.0,0,3,1,0,5,Matches,diego demme,exact
674,Sepp van den Berg,nl NED,DC,Mainz 05,de Bundesliga,21,2001,31.5,1190,1469,81.0,21938,7392,421,497,84.7,657,764,86.0,94,163,57.7,0,0.3,0.4,-0.3,7,86,4,0,95,Matches,sepp van den berg,exact
675,Leander Dendoncker,be BEL,MDC,Aston Villa,eng Premier League,28,1995,1.3,45,56,80.4,744,139,24,28,85.7,19,22,86.4,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches,leander dendoncker,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
676,Leander Dendoncker,be BEL,MDC,Napoli,it Serie A,28,1995,0.3,23,27,85.2,333,62,15,17,88.2,8,9,88.9,0,1,0.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches,leander dendoncker,exact
677,Rémy Descamps,fr FRA,G,Nantes,fr Ligue 1,27,1996,6.0,128,212,60.4,4450,3581,26,26,100.0,35,35,100.0,67,150,44.7,0,0.0,0.0,0.0,0,5,0,0,0,Matches,remy descamps,exact
678,Mikkel Desler,dk DEN,DD,Toulouse,fr Ligue 1,28,1995,17.2,788,944,83.5,11478,3595,440,489,90.0,288,342,84.2,26,53,49.1,1,0.7,1.1,+0.3,8,49,5,2,81,Matches,mikkel desler,exact
679,Arthur Desmas,fr FRA,G,Le Havre,fr Ligue 1,29,1994,33.0,611,945,64.7,17763,13674,112,112,100.0,258,261,98.9,230,555,41.4,0,0.4,0.1,-0.4,1,15,1,0,0,Matches,arthur desmas,exact
680,Mattia Destro,it ITA,BU,Empoli,it Serie A,32,1991,4.1,41,63,65.1,567,71,22,32,68.8,17,25,68.0,1,1,100.0,0,0.3,0.0,-0.3,3,2,0,0,4,Matches,mattia destro,exact
681,Samuele Di Benedetto,de GER,MIL,Stuttgart,de Bundesliga,18,2005,0.1,10,11,90.9,107,2,7,7,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches,samuele di benedetto,exact
682,Federico Di Francesco,it ITA,ATT,Lecce,it Serie A,29,1994,0.2,6,8,75.0,90,43,1,2,50.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,federico di francesco,exact
683,Raffaele Di Gennaro,it ITA,G,Inter,it Serie A,29,1993,0.3,15,17,88.2,324,175,5,5,100.0,8,8,100.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches,raffaele di gennaro,exact
684,Michele Di Gregorio,it ITA,G,Monza,it Serie A,26,1997,31.9,1054,1350,78.1,28283,18779,220,224,98.2,513,517,99.2,314,600,52.3,0,0.0,0.1,0.0,0,15,0,0,1,Matches,michele di gregorio,exact
685,Giovanni Di Lorenzo,it ITA,DD,Napoli,it Serie A,29,1993,35.9,2314,2732,84.7,36941,13552,1255,1357,92.5,835,982,85.0,170,254,66.9,6,4.9,5.4,+1.1,51,230,86,16,304,Matches,giovanni di lorenzo,exact
686,Alessandro Di Pardo,it ITA,MD,Cagliari,it Serie A,24,1999,4.0,115,175,65.7,1822,700,65,82,79.3,41,57,71.9,6,24,25.0,0,0.2,0.2,-0.2,5,5,7,4,11,Matches,alessandro di pardo,exact
687,Boulaye Dia,sn SEN,BU,Salernitana,it Serie A,26,1996,12.7,204,244,83.6,3303,641,99,111,89.2,77,86,89.5,16,23,69.6,0,0.5,0.5,-0.5,10,22,5,0,22,Matches,boulaye dia,exact
688,Moussa Diaby,fr FRA,BU,Aston Villa,eng Premier League,24,1999,24.2,485,619,78.4,6960,1348,280,329,85.1,170,215,79.1,17,32,53.1,8,6.6,4.5,+1.4,47,29,40,9,72,Matches,moussa diaby,exact
689,Lamine Diack,sn SEN,MIL,Nantes,fr Ligue 1,22,2000,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,lamine diack,exact
690,Mouctar Diakhaby,gn GUI,DC,Valencia,es La Liga,26,1996,11.9,475,546,87.0,9314,2704,152,160,95.0,272,294,92.5,43,76,56.6,0,0.0,0.1,0.0,2,23,2,0,29,Matches,mouctar diakhaby,exact
691,Mamadou Diakhon,fr FRA,BU,Reims,fr Ligue 1,17,2005,2.3,38,48,79.2,646,131,13,16,81.3,19,25,76.0,3,4,75.0,0,0.2,0.4,-0.2,1,1,0,0,1,Matches,mamadou diakhon,exact
692,Bafodé Diakité,fr FRA,DC,Lille,fr Ligue 1,22,2001,18.8,1206,1311,92.0,20793,7113,503,545,92.3,596,633,94.2,77,92,83.7,2,1.4,0.7,+0.6,13,91,1,0,95,Matches,bafode diakite,exact
693,Ibrahim Diakité,gn GUI,DD,Reims,fr Ligue 1,19,2003,1.2,57,85,67.1,894,329,28,39,71.8,19,28,67.9,6,9,66.7,0,0.2,0.1,-0.2,2,6,2,1,7,Matches,ibrahim diakite,exact
694,Moussa Diakité,ml MLI,MIL,Cádiz,es La Liga,19,2003,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,moussa diakite,exact
695,Oumar Diakité,ci CIV,BU,Reims,fr Ligue 1,19,2003,17.6,239,305,78.4,3219,504,132,161,82.0,89,107,83.2,2,6,33.3,1,1.3,1.3,-0.3,15,16,8,0,28,Matches,oumar diakite,exact
696,Amad Diallo,ci CIV,MOC,Manchester Utd,eng Premier League,21,2002,4.3,149,170,87.6,1931,279,105,115,91.3,32,37,86.5,4,5,80.0,1,1.1,0.5,-0.1,10,6,3,0,10,Matches,amad diallo,exact
697,Amadou Diallo,eng ENG,MOC,Newcastle Utd,eng Premier League,20,2003,0.0,1,1,100.0,10,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,amadou diallo,fuzzy:amad diallo
698,Assane Diao,sn SEN,AD,Betis,es La Liga,17,2005,11.6,200,264,75.8,2297,410,140,164,85.4,35,47,74.5,7,9,77.8,0,0.7,0.8,-0.7,10,4,6,1,20,Matches,assane diao,exact
699,Habib Diarra,sn SEN,MC,Strasbourg,fr Ligue 1,19,2004,25.6,735,874,84.1,14234,2751,275,326,84.4,350,394,88.8,100,129,77.5,1,1.3,1.8,-0.3,21,73,23,1,107,Matches,habib diarra,exact
700,Moussa Diarra,ml MLI,DC,Toulouse,fr Ligue 1,22,2000,15.5,550,680,80.9,9600,3899,223,266,83.8,282,326,86.5,34,57,59.6,2,1.1,0.9,+0.9,10,56,19,4,70,Matches,moussa diarra,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
701,Rúben Dias,pt POR,DC,Manchester City,eng Premier League,26,1997,28.4,2469,2635,93.7,42764,13568,1039,1076,96.6,1256,1306,96.2,146,204,71.6,0,0.3,1.9,-0.3,7,220,12,3,173,Matches,ruben dias,exact
702,Krépin Diatta,sn SEN,MD,Monaco,fr Ligue 1,24,1999,13.4,602,787,76.5,9825,3682,294,352,83.5,245,315,77.8,41,76,53.9,2,1.8,2.2,+0.2,23,46,22,5,80,Matches,krepin diatta,exact
703,Mory Diaw,sn SEN,G,Clermont Foot,fr Ligue 1,30,1993,30.0,848,1245,68.1,25299,18226,125,125,100.0,388,401,96.8,325,704,46.2,0,0.1,0.1,-0.1,2,35,1,0,1,Matches,mory diaw,exact
704,Mahamadou Diawara,fr FRA,MC,Lyon,fr Ligue 1,18,2005,4.0,125,147,85.0,1886,329,62,69,89.9,46,49,93.9,10,16,62.5,0,0.1,0.2,-0.1,3,8,2,0,20,Matches,mahamadou diawara,exact
705,Brahim Díaz,ma MAR,MIL,Real Madrid,es La Liga,23,1999,17.2,624,740,84.3,7892,1835,430,463,92.9,132,170,77.6,23,40,57.5,6,4.4,4.7,+1.6,30,42,34,7,75,Matches,brahim diaz,exact
706,Luis Díaz,co COL,BU,Liverpool,eng Premier League,26,1997,29.2,898,1075,83.5,13772,2931,527,584,90.2,274,320,85.6,68,91,74.7,5,5.7,4.7,-0.7,64,62,45,3,113,Matches,luis diaz,exact
707,Víctor Díaz,es ESP,DC,Granada,es La Liga,35,1988,1.8,47,74,63.5,1009,359,12,15,80.0,28,32,87.5,7,20,35.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches,victor diaz,exact
708,Famara Diedhiou,sn SEN,ATT,Granada,es La Liga,30,1992,1.0,20,41,48.8,278,22,14,22,63.6,3,9,33.3,2,3,66.7,1,0.2,0.2,+0.8,1,0,0,0,0,Matches,famara diedhiou,exact
709,Justin Diehl,de GER,AG,Köln,de Bundesliga,18,2004,1.9,41,64,64.1,657,189,21,25,84.0,13,20,65.0,5,14,35.7,0,0.2,0.2,-0.2,5,1,2,1,2,Matches,justin diehl,exact
710,Bamba Dieng,sn SEN,BU,Lorient,fr Ligue 1,23,2000,6.1,90,117,76.9,1190,105,55,67,82.1,22,31,71.0,4,5,80.0,1,1.6,0.9,-0.6,8,3,2,0,4,Matches,bamba dieng,exact
711,Eric Dier,eng ENG,DC,Tottenham,eng Premier League,29,1994,2.2,125,141,88.7,2070,1037,52,57,91.2,69,72,95.8,3,10,30.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches,eric dier,exact
712,Eric Dier,eng ENG,DC,Bayern Munich,de Bundesliga,29,1994,13.0,1042,1143,91.2,20714,8102,327,352,92.9,611,639,95.6,102,134,76.1,0,0.1,0.4,-0.1,2,61,1,1,53,Matches,eric dier,exact
713,Guillaume Dietsch,fr FRA,G,Metz,fr Ligue 1,22,2001,0.8,15,26,57.7,522,410,1,1,100.0,5,5,100.0,9,20,45.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,guillaume dietsch,exact
714,Florian Dietz,de GER,ATT,Köln,de Bundesliga,24,1998,0.8,13,19,68.4,135,12,12,14,85.7,1,2,50.0,0,0,,0,0.1,0.0,-0.1,2,0,0,0,0,Matches,florian dietz,exact
715,Lucas Digne,fr FRA,DG,Aston Villa,eng Premier League,30,1993,26.8,1015,1351,75.1,16244,5595,524,594,88.2,406,529,76.7,66,148,44.6,3,4.1,3.6,-1.1,37,49,34,15,77,Matches,lucas digne,exact
716,Federico Dimarco,it ITA,MG,Inter,it Serie A,25,1997,23.1,1027,1328,77.3,17596,5513,495,541,91.5,390,491,79.4,111,211,52.6,6,8.5,7.5,-2.5,61,60,57,30,100,Matches,federico dimarco,exact
717,Stole Dimitrievski,mk MKD,G,Rayo Vallecano,es La Liga,29,1993,37.0,732,1198,61.1,22043,16649,128,129,99.2,326,333,97.9,275,730,37.7,0,0.1,0.1,-0.1,2,28,0,0,0,Matches,stole dimitrievski,exact
718,Junior Dina Ebimbe,fr FRA,MD,Eint Frankfurt,de Bundesliga,22,2000,21.7,715,935,76.5,10995,2999,379,451,84.0,275,343,80.2,38,65,58.5,3,2.9,3.7,+0.1,20,62,19,3,79,Matches,junior dina ebimbe,lastname:eric ebimbe
