Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,name_norm,match_type
142,Kepa Arrizabalaga,es ESP,G,Real Madrid,es La Liga,28,1994,13.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches,kepa arrizabalaga,exact
143,Arthur,br BRA,MG,Leverkusen,de Bundesliga,20,2003,2.0,4,3,2,0,2,2,2,100.0,0,1,1,0,0,4,7,0,Matches,arthur,exact
144,Takuma Asano,jp JPN,BU,Bochum,de Bundesliga,28,1994,22.1,17,6,2,9,6,7,23,30.4,16,17,3,14,4,21,11,0,Matches,takuma asano,exact
145,Marco Asensio,es ESP,BU,Paris S-G,fr Ligue 1,27,1996,12.4,12,10,4,7,1,4,13,30.8,9,7,0,7,5,17,2,0,Matches,marco asensio,exact
146,Kristjan Asllani,al ALB,MC,Inter,it Serie A,21,2002,8.7,7,2,3,4,0,2,11,18.2,9,9,3,6,11,18,8,0,Matches,kristjan asllani,exact
147,Joel Asoro,se SWE,AD,Metz,fr Ligue 1,24,1999,9.4,13,9,7,6,0,3,10,30.0,7,7,1,6,6,19,9,0,Matches,joel asoro,exact
148,Jonathan Asp Jensen,dk DEN,MIL,Bayern Munich,de Bundesliga,17,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,jonathan asp jensen,fuzzy:jonathan asp-jensen
149,Iago Aspas,es ESP,BU,Celta Vigo,es La Liga,35,1987,30.1,11,6,4,6,1,1,15,6.7,14,23,3,20,10,21,8,0,Matches,iago aspas,exact
150,Lorenz Assignon,tg TOG,DD,Burnley,eng Premier League,23,2000,13.7,35,17,18,13,4,14,27,51.9,13,22,7,15,19,54,43,1,Matches,lorenz assignon,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
151,Lorenz Assignon,tg TOG,DD,Rennes,fr Ligue 1,23,2000,11.2,24,12,12,8,4,9,24,37.5,15,9,4,5,9,33,27,1,Matches,lorenz assignon,exact
152,Youcef Atal,dz ALG,DD,Nice,fr Ligue 1,27,1996,4.0,9,3,6,2,1,6,8,75.0,2,7,1,6,4,13,1,0,Matches,youcef atal,exact
153,Valentin Atangana Edoa,fr FRA,MC,Reims,fr Ligue 1,17,2005,6.2,19,13,6,9,4,5,13,38.5,8,5,1,4,6,25,9,0,Matches,valentin atangana edoa,exact
154,Arthur Atta,fr FRA,MC,Metz,fr Ligue 1,20,2003,10.3,18,14,8,7,3,8,19,42.1,11,13,3,10,10,28,23,0,Matches,arthur atta,exact
155,Noah Atubolu,de GER,G,Freiburg,de Bundesliga,21,2002,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,1,Matches,noah atubolu,exact
156,Pierre-Emerick Aubameyang,ga GAB,ATT,Marseille,fr Ligue 1,34,1989,29.1,22,14,4,11,7,7,26,26.9,19,30,5,25,9,31,26,0,Matches,pierre-emerick aubameyang,exact
157,Emil Audero,id IDN,G,Inter,it Serie A,26,1997,3.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,emil audero,fuzzy:emilio audero
158,Tommaso Augello,it ITA,DG,Cagliari,it Serie A,28,1994,26.9,26,19,18,6,2,16,25,64.0,9,21,10,11,17,43,89,0,Matches,tommaso augello,exact
159,Carlos Augusto,br BRA,MG,Inter,it Serie A,24,1999,19.2,29,21,20,9,0,15,22,68.2,7,20,8,12,16,45,52,0,Matches,carlos augusto,exact
160,Yann Aurel Bisseck,de GER,DC,Inter,it Serie A,22,2000,10.0,14,6,10,3,1,6,9,66.7,3,10,7,3,5,19,23,0,Matches,yann aurel bisseck,lastname:yann bisseck
161,Serge Aurier,ci CIV,DD,Nott'ham Forest,eng Premier League,30,1992,9.3,20,14,9,11,0,5,11,45.5,6,10,3,7,9,29,36,1,Matches,serge aurier,exact
162,Ezequiel Ávila,ar ARG,BU,Osasuna,es La Liga,29,1994,9.6,3,2,1,1,1,3,11,27.3,8,14,0,14,4,7,8,0,Matches,ezequiel avila,exact
163,Ezequiel Ávila,ar ARG,BU,Betis,es La Liga,29,1994,3.3,2,1,0,2,0,1,3,33.3,2,2,0,2,1,3,4,0,Matches,ezequiel avila,exact
164,Taiwo Awoniyi,ng NGA,BU,Nott'ham Forest,eng Premier League,25,1997,11.6,9,7,1,4,4,1,2,50.0,1,7,2,5,1,10,9,0,Matches,taiwo awoniyi,exact
165,André Ayew,gh GHA,ATT,Le Havre,fr Ligue 1,33,1989,12.3,15,11,7,6,2,6,9,66.7,3,8,3,5,2,17,11,0,Matches,andre ayew,exact
166,Jordan Ayew,gh GHA,BU,Crystal Palace,eng Premier League,31,1991,28.3,65,36,23,28,14,21,42,50.0,21,43,2,41,16,81,15,0,Matches,jordan ayew,exact
167,Neil El Aynaoui,ma MAR,MC,Lens,fr Ligue 1,22,2001,17.4,37,20,13,20,4,20,46,43.5,26,20,6,14,32,69,21,1,Matches,neil el aynaoui,exact
168,Sardar Azmoun,ir IRN,ATT,Roma,it Serie A,28,1995,6.5,8,5,2,5,1,4,8,50.0,4,4,1,3,3,11,6,1,Matches,sardar azmoun,exact
169,César Azpilicueta,es ESP,DEF,Atlético Madrid,es La Liga,33,1989,15.8,25,14,15,9,1,12,19,63.2,7,25,6,19,16,41,46,0,Matches,cesar azpilicueta,exact
170,Paulo Azzi,br BRA,MG,Cagliari,it Serie A,29,1994,10.6,19,11,10,6,3,9,18,50.0,9,11,2,9,16,35,23,0,Matches,paulo azzi,exact
171,Oussama El Azzouzi,ma MAR,MDC,Bologna,it Serie A,22,2001,6.1,12,7,4,5,3,7,14,50.0,7,8,2,6,6,18,12,0,Matches,oussama el azzouzi,exact
172,Abdellah Baallal,ma MAR,ATT,Clermont Foot,fr Ligue 1,18,2004,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,abdellah baallal,exact
173,Iddrisu Baba,gh GHA,MDC,Almería,es La Liga,27,1996,15.9,46,26,27,18,1,17,39,43.6,22,20,6,14,11,57,27,2,Matches,iddrisu baba,exact
174,Srđan Babić,rs SRB,DC,Almería,es La Liga,27,1996,1.0,2,2,0,2,0,1,1,100.0,0,1,1,0,0,2,2,0,Matches,srđan babic,exact
175,Shavy Babicka,ga GAB,AD,Toulouse,fr Ligue 1,23,2000,4.1,11,8,2,7,2,2,5,40.0,3,6,1,5,0,11,2,0,Matches,shavy babicka,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
176,Aliou Badara Baldé,gn GUI,"FW,DF",Nice,fr Ligue 1,20,2002,0.8,4,1,0,3,1,1,1,100.0,0,2,1,1,3,7,0,0,Matches,aliou badara balde,original
177,Loïc Bade,fr FRA,DEF,Sevilla,es La Liga,23,2000,25.3,65,41,53,12,0,30,49,61.2,19,23,15,8,38,103,116,2,Matches,loic bade,exact
178,Milan Badelj,hr CRO,MC,Genoa,it Serie A,34,1989,28.2,51,27,23,24,4,24,61,39.3,37,45,13,32,50,101,54,1,Matches,milan badelj,exact
179,Matthias Bader,de GER,MD,Darmstadt 98,de Bundesliga,26,1997,20.0,51,25,32,11,8,33,65,50.8,32,22,4,18,25,76,20,0,Matches,matthias bader,exact
180,Benoît Badiashile,fr FRA,DC,Chelsea,eng Premier League,22,2001,14.9,21,15,12,9,0,9,14,64.3,5,21,14,7,18,39,66,2,Matches,benoit badiashile,exact
181,Alex Baena,es ESP,MG,Villarreal,es La Liga,22,2001,28.7,34,21,10,16,8,20,47,42.6,27,23,2,21,13,47,17,1,Matches,alex baena,exact
182,Jaime Báez,uy URU,MG,Frosinone,it Serie A,28,1995,5.6,4,1,0,2,2,0,7,0.0,7,5,0,5,4,8,1,0,Matches,jaime baez,exact
183,Nicola Bagnolini,it ITA,G,Bologna,it Serie A,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,nicola bagnolini,exact
184,Leon Bailey,jm JAM,MD,Aston Villa,eng Premier League,25,1997,23.0,13,7,7,4,2,5,20,25.0,15,18,1,17,9,22,6,0,Matches,leon bailey,exact
185,Eric Bailly,ci CIV,DEF,Villarreal,es La Liga,29,1994,9.3,5,3,4,1,0,2,2,100.0,0,8,8,0,9,14,38,2,Matches,eric bailly,exact
186,Stefan Bajcetic,es ESP,MIL,Liverpool,eng Premier League,18,2004,0.3,4,1,3,1,0,3,5,60.0,2,0,0,0,0,4,0,0,Matches,stefan bajcetic,exact
187,Nedim Bajrami,al ALB,MOC,Sassuolo,it Serie A,24,1999,14.6,13,6,6,3,4,5,13,38.5,8,5,1,4,6,19,8,0,Matches,nedim bajrami,exact
188,Cédric Bakambu,cd COD,BU,Betis,es La Liga,32,1991,2.2,1,0,0,1,0,0,0,,0,2,0,2,0,1,0,0,Matches,cedric bakambu,exact
189,Tiemoué Bakayoko,fr FRA,MIL,Lorient,fr Ligue 1,28,1994,14.6,34,17,14,17,3,15,28,53.6,13,10,4,6,26,60,15,1,Matches,tiemoue bakayoko,exact
190,Mitchel Bakker,nl NED,MG,Atalanta,it Serie A,23,2000,4.2,7,3,6,1,0,2,12,16.7,10,5,0,5,3,10,6,0,Matches,mitchel bakker,exact
191,Ridle Baku,de GER,MD,Wolfsburg,de Bundesliga,25,1998,22.4,37,20,24,7,6,21,46,45.7,25,27,1,26,21,58,45,1,Matches,ridle baku,exact
192,Dilane Bakwa,fr FRA,BU,Strasbourg,fr Ligue 1,20,2002,24.2,30,22,12,13,5,11,40,27.5,29,26,1,25,20,50,11,0,Matches,dilane bakwa,exact
193,Tommaso Baldanzi,it ITA,MOC,Empoli,it Serie A,20,2003,8.3,4,2,1,1,2,3,10,30.0,7,7,0,7,2,6,0,0,Matches,tommaso baldanzi,exact
194,Tommaso Baldanzi,it ITA,MOC,Roma,it Serie A,20,2003,5.8,9,5,3,4,2,1,1,100.0,0,2,0,2,0,9,4,0,Matches,tommaso baldanzi,exact
195,Alejandro Balde,es ESP,DG,Barcelona,es La Liga,19,2003,15.3,20,11,11,6,3,7,11,63.6,4,14,1,13,5,25,21,1,Matches,alejandro balde,exact
196,George Baldock,gr GRE,DC,Sheffield Utd,eng Premier League,30,1993,10.8,18,10,10,7,1,6,15,40.0,9,14,8,6,10,28,33,0,Matches,george baldock,exact
197,Carlos Baleba,cm CMR,MDC,Brighton,eng Premier League,19,2004,14.7,40,20,17,19,4,23,46,50.0,23,35,7,28,18,58,30,3,Matches,carlos baleba,exact
198,Carlos Baleba,cm CMR,MDC,Lille,fr Ligue 1,19,2004,0.7,6,2,1,4,1,3,4,75.0,1,0,0,0,2,8,0,0,Matches,carlos baleba,exact
199,Leonardo Balerdi,ar ARG,DC,Marseille,fr Ligue 1,24,1999,25.2,79,50,55,23,1,49,67,73.1,18,38,15,23,51,130,91,0,Matches,leonardo balerdi,exact
200,Iván Balliu,al ALB,DD,Rayo Vallecano,es La Liga,31,1992,31.9,44,31,20,24,0,22,39,56.4,17,27,11,16,29,73,66,1,Matches,ivan balliu,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
201,Fodé Ballo-Touré,sn SEN,DEF,Fulham,eng Premier League,26,1997,0.8,4,2,1,3,0,1,2,50.0,1,1,0,1,3,7,2,0,Matches,fode ballo-toure,exact
202,Folarin Balogun,us USA,ATT,Monaco,fr Ligue 1,22,2001,18.8,12,4,3,8,1,5,13,38.5,8,10,0,10,3,15,4,0,Matches,folarin balogun,exact
203,Jonathan Bamba,ci CIV,MG,Celta Vigo,es La Liga,27,1996,22.0,14,9,4,8,2,2,17,11.8,15,20,0,20,18,32,12,0,Matches,jonathan bamba,exact
204,Mohamed Bamba,ci CIV,MIL,Lorient,fr Ligue 1,21,2001,12.6,14,9,3,8,3,4,10,40.0,6,7,1,6,2,16,3,0,Matches,mohamed bamba,exact
205,Samuel Bamba,de GER,ATT,Dortmund,de Bundesliga,19,2004,0.5,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches,samuel bamba,exact
206,Lameck Banda,zm ZAM,BU,Lecce,it Serie A,22,2001,15.0,27,23,11,12,4,7,21,33.3,14,18,0,18,3,30,7,0,Matches,lameck banda,exact
207,Daniel Bandeira,pt POR,MIL,Hellas Verona,it Serie A,23,2000,5.0,6,5,1,4,1,3,7,42.9,4,3,0,3,3,9,9,0,Matches,daniel bandeira,lastname:mauro gomes bandeira
208,Mamady Bangré,bf BFA,MIL,Toulouse,fr Ligue 1,22,2001,1.1,4,2,2,2,0,3,4,75.0,1,0,0,0,4,8,3,0,Matches,mamady bangre,exact
209,Mattia Bani,it ITA,DC,Genoa,it Serie A,29,1993,25.6,26,10,18,7,1,11,22,50.0,11,51,31,20,22,48,116,1,Matches,mattia bani,exact
210,Léo Baptistão,br BRA,BU,Almería,es La Liga,30,1992,20.4,25,16,12,8,5,9,25,36.0,16,13,1,12,11,36,22,0,Matches,leo baptistao,exact
211,Shandon Baptiste,gd GRN,MC,Brentford,eng Premier League,25,1998,2.5,4,4,2,2,0,1,5,20.0,4,5,1,4,3,7,6,0,Matches,shandon baptiste,exact
212,Antonín Barák,cz CZE,MOC,Fiorentina,it Serie A,28,1994,9.0,6,2,1,3,2,3,7,42.9,4,5,0,5,2,8,4,0,Matches,antonin barak,exact
213,Valentín Barco,ar ARG,DG,Brighton,eng Premier League,19,2004,3.4,11,5,4,5,2,6,8,75.0,2,3,0,3,4,15,3,1,Matches,valentin barco,exact
214,Bradley Barcola,fr FRA,BU,Lyon,fr Ligue 1,20,2002,3.0,5,2,0,2,3,1,7,14.3,6,4,0,4,2,7,0,0,Matches,bradley barcola,exact
215,Bradley Barcola,fr FRA,BU,Paris S-G,fr Ligue 1,20,2002,15.2,34,16,12,13,9,7,25,28.0,18,27,2,25,10,44,13,1,Matches,bradley barcola,exact
216,Melvin Bard,fr FRA,DG,Nice,fr Ligue 1,22,2000,29.5,69,38,28,30,11,37,63,58.7,26,46,12,34,42,111,46,0,Matches,melvin bard,exact
217,Nicolò Barella,it ITA,MC,Inter,it Serie A,26,1997,31.6,46,30,17,20,9,19,63,30.2,44,31,1,30,10,56,12,1,Matches,nicolo barella,exact
218,Kike Barja,es ESP,BU,Osasuna,es La Liga,26,1997,3.4,6,2,2,2,2,3,8,37.5,5,2,1,1,2,8,2,0,Matches,kike barja,exact
219,Ross Barkley,eng ENG,MC,Luton Town,eng Premier League,29,1993,29.1,47,19,16,21,10,11,48,22.9,37,25,9,16,25,72,51,2,Matches,ross barkley,exact
220,Aymen Barkok,ma MAR,AD,Mainz 05,de Bundesliga,25,1998,3.6,9,5,2,6,1,3,6,50.0,3,7,0,7,2,11,1,0,Matches,aymen barkok,exact
221,Harvey Barnes,eng ENG,BU,Newcastle Utd,eng Premier League,25,1997,8.9,6,1,3,2,1,1,2,50.0,1,1,0,1,5,11,3,0,Matches,harvey barnes,exact
222,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23,2000,29.0,65,40,19,37,9,30,50,60.0,20,45,16,29,36,101,53,0,Matches,leandro barreiro martins,original
223,Enzo Barrenechea,ar ARG,MC,Frosinone,it Serie A,22,2001,31.2,65,42,28,29,8,28,70,40.0,42,47,12,35,27,92,61,2,Matches,enzo barrenechea,exact
224,Ander Barrenetxea,es ESP,BU,Real Sociedad,es La Liga,21,2001,15.9,32,21,7,16,9,10,26,38.5,16,18,1,17,6,38,5,0,Matches,ander barrenetxea,exact
225,Pablo Barrios,es ESP,MC,Atlético Madrid,es La Liga,20,2003,17.3,45,25,15,29,1,19,40,47.5,21,20,3,17,28,73,24,2,Matches,pablo barrios,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
226,Davide Bartesaghi,it ITA,DEF,Milan,it Serie A,17,2005,0.9,2,0,1,1,0,2,4,50.0,2,1,1,0,0,2,7,0,Matches,davide bartesaghi,exact
227,Marc Bartra,es ESP,DC,Betis,es La Liga,32,1991,2.5,4,3,3,1,0,4,5,80.0,1,3,1,2,3,7,10,0,Matches,marc bartra,exact
228,Federico Baschirotto,it ITA,DC,Lecce,it Serie A,26,1996,36.6,21,12,16,5,0,8,15,53.3,7,42,26,16,23,44,144,1,Matches,federico baschirotto,exact
229,Steven Baseya,fr FRA,DEF,Strasbourg,fr Ligue 1,18,2005,0.1,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0,Matches,steven baseya,exact
230,Chris Basham,eng ENG,DC,Sheffield Utd,eng Premier League,35,1988,3.6,7,2,4,3,0,2,9,22.2,7,9,4,5,5,12,17,0,Matches,chris basham,exact
231,Toma Bašić,hr CRO,MC,Salernitana,it Serie A,26,1996,12.9,20,13,10,9,1,10,27,37.0,17,18,6,12,14,34,29,0,Matches,toma basic,exact
232,Calvin Bassey,ng NGA,DC,Fulham,eng Premier League,23,1999,25.6,49,29,33,15,1,21,29,72.4,8,32,11,21,28,77,84,4,Matches,calvin bassey,exact
233,Alessandro Bastoni,it ITA,DC,Inter,it Serie A,24,1999,25.2,46,33,31,12,3,26,40,65.0,14,25,11,14,23,69,48,1,Matches,alessandro bastoni,exact
234,Simone Bastoni,it ITA,MC,Empoli,it Serie A,26,1996,8.3,22,13,12,7,3,11,22,50.0,11,8,0,8,11,33,18,0,Matches,simone bastoni,exact
235,Augusto Batalla,ar ARG,G,Granada,es La Liga,27,1996,17.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,2,Matches,augusto batalla,exact
236,Daniel Batz,de GER,G,Mainz 05,de Bundesliga,32,1991,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches,daniel batz,exact
237,Maximilian Bauer,de GER,DC,Augsburg,de Bundesliga,23,2000,9.0,19,12,13,4,2,9,17,52.9,8,14,8,6,11,30,30,1,Matches,maximilian bauer,exact
238,Elias Baum,de GER,DEF,Eint Frankfurt,de Bundesliga,17,2005,0.3,1,0,0,0,1,0,0,,0,3,2,1,0,1,1,0,Matches,elias baum,lastname:elias niklas baum
239,Oliver Baumann,de GER,G,Hoffenheim,de Bundesliga,33,1990,34.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,19,2,Matches,oliver baumann,exact
240,Christoph Baumgartner,at AUT,MOC,RB Leipzig,de Bundesliga,23,1999,12.9,26,13,10,12,4,14,38,36.8,24,20,1,19,5,31,14,0,Matches,christoph baumgartner,exact
241,Bebé,cv CPV,ATT,Rayo Vallecano,es La Liga,33,1990,2.4,2,2,1,1,0,1,5,20.0,4,1,0,1,0,2,0,0,Matches,bebe,exact
242,Ihlas Bebou,tg TOG,BU,Hoffenheim,de Bundesliga,29,1994,18.2,22,12,10,8,4,8,16,50.0,8,13,2,11,14,36,15,0,Matches,ihlas bebou,exact
243,Mohamed Bechikh,fr FRA,ATT,Strasbourg,fr Ligue 1,18,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,mohamed bechikh,exact
244,Adrian Beck,de GER,MOC,Heidenheim,de Bundesliga,26,1997,10.8,22,13,8,12,2,9,24,37.5,15,17,0,17,4,26,15,0,Matches,adrian beck,exact
245,Owen Beck,wls WAL,DEF,Liverpool,eng Premier League,20,2002,0.1,2,1,1,1,0,0,0,,0,0,0,0,0,2,1,0,Matches,owen beck,exact
246,Sheraldo Becker,sr SUR,BU,Real Sociedad,es La Liga,28,1995,8.6,2,2,0,2,0,0,1,0.0,1,3,0,3,1,3,0,0,Matches,sheraldo becker,exact
247,Sheraldo Becker,sr SUR,BU,Union Berlin,de Bundesliga,28,1995,7.2,3,3,0,2,1,0,2,0.0,2,2,0,2,0,3,2,0,Matches,sheraldo becker,exact
248,Chris Bedia,ci CIV,ATT,Union Berlin,de Bundesliga,27,1996,1.6,2,1,0,2,0,0,1,0.0,1,3,0,3,0,2,2,0,Matches,chris bedia,exact
249,Donny van de Beek,nl NED,MIL,Manchester Utd,eng Premier League,26,1997,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,donny van de beek,exact
250,Donny van de Beek,nl NED,MIL,Eint Frankfurt,de Bundesliga,26,1997,4.0,8,3,3,3,2,3,7,42.9,4,5,1,4,3,11,1,0,Matches,donny van de beek,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
251,Yanis Begraoui,ma MAR,MG,Toulouse,fr Ligue 1,22,2001,3.3,5,3,1,3,1,3,9,33.3,6,4,0,4,5,10,5,0,Matches,yanis begraoui,exact
252,Kevin Behrens,de GER,BU,Wolfsburg,de Bundesliga,32,1991,6.8,2,1,0,1,1,0,2,0.0,2,9,0,9,3,5,6,0,Matches,kevin behrens,exact
253,Kevin Behrens,de GER,BU,Union Berlin,de Bundesliga,32,1991,14.0,13,10,3,7,3,1,4,25.0,3,7,2,5,6,19,19,0,Matches,kevin behrens,exact
254,Maximilian Beier,de GER,BU,Hoffenheim,de Bundesliga,20,2002,26.9,20,12,5,11,4,4,19,21.1,15,21,1,20,9,29,12,0,Matches,maximilian beier,exact
255,Jérémie Bela,ao ANG,AG,Clermont Foot,fr Ligue 1,30,1993,2.3,1,1,0,1,0,1,3,33.3,2,1,0,1,0,1,1,0,Matches,jeremie bela,exact
256,Reda Belahyane,ma MAR,MIL,Hellas Verona,it Serie A,19,2004,1.0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches,reda belahyane,exact
257,Reda Belahyane,ma MAR,MIL,Nice,fr Ligue 1,19,2004,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches,reda belahyane,exact
258,Amari'i Bell,jm JAM,DC,Luton Town,eng Premier League,29,1994,19.1,50,33,30,19,1,22,35,62.9,13,33,15,18,25,75,60,1,Matches,amarii bell,exact
259,Stefan Bell,de GER,DC,Mainz 05,de Bundesliga,31,1991,7.4,8,8,7,1,0,4,8,50.0,4,7,5,2,6,14,30,0,Matches,stefan bell,exact
260,Alaa Bellaarouch,ma MAR,G,Strasbourg,fr Ligue 1,21,2002,15.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,2,Matches,alaa bellaarouch,exact
261,Raoul Bellanova,it ITA,MD,Torino,it Serie A,23,2000,33.8,36,26,15,17,4,18,31,58.1,13,21,4,17,15,51,36,3,Matches,raoul bellanova,exact
262,Jean-Ricner Bellegarde,ht HAI,MC,Wolves,eng Premier League,25,1998,10.6,17,10,9,6,2,7,15,46.7,8,18,2,16,8,25,14,0,Matches,jean-ricner bellegarde,exact
263,Jean-Ricner Bellegarde,ht HAI,MC,Strasbourg,fr Ligue 1,25,1998,3.0,5,3,3,2,0,3,6,50.0,3,4,0,4,4,9,0,0,Matches,jean-ricner bellegarde,exact
264,Héctor Bellerín,es ESP,DD,Betis,es La Liga,28,1995,19.0,34,22,14,16,4,20,53,37.7,33,13,5,8,22,56,40,1,Matches,hector bellerin,exact
265,Jude Bellingham,eng ENG,MIL,Real Madrid,es La Liga,20,2003,25.7,42,34,14,18,10,12,36,33.3,24,55,5,50,21,63,17,0,Matches,jude bellingham,exact
266,Jeanuël Belocian,fr FRA,DC,Rennes,fr Ligue 1,18,2005,16.1,32,22,23,8,1,22,28,78.6,6,18,10,8,13,45,49,0,Matches,jeanuel belocian,exact
267,Andrea Belotti,it ITA,BU,Fiorentina,it Serie A,29,1993,10.5,8,3,1,5,2,5,12,41.7,7,8,1,7,2,10,3,0,Matches,andrea belotti,exact
268,Andrea Belotti,it ITA,BU,Roma,it Serie A,29,1993,7.5,8,4,2,3,3,3,6,50.0,3,7,0,7,2,10,3,0,Matches,andrea belotti,exact
269,Fran Beltrán,es ESP,MC,Celta Vigo,es La Liga,24,1999,27.0,56,32,22,23,11,24,63,38.1,39,28,2,26,18,74,34,0,Matches,fran beltran,exact
270,Lucas Beltrán,ar ARG,BU,Fiorentina,it Serie A,22,2001,18.8,27,14,4,18,5,11,20,55.0,9,29,3,26,2,29,11,0,Matches,lucas beltran,exact
271,Eliesse Ben Seghir,ma MAR,BU,Monaco,fr Ligue 1,18,2005,4.8,9,6,2,5,2,3,7,42.9,4,6,0,6,2,11,2,0,Matches,eliesse ben seghir,exact
272,Anis Ben Slimane,tn TUN,MOC,Sheffield Utd,eng Premier League,22,2001,4.7,11,6,5,2,4,4,10,40.0,6,7,1,6,5,16,7,0,Matches,anis ben slimane,exact
273,Wissam Ben Yedder,fr FRA,BU,Monaco,fr Ligue 1,32,1990,25.7,4,3,1,2,1,1,11,9.1,10,18,0,18,8,12,1,0,Matches,wissam ben yedder,exact
274,Carlos Benavídez,uy URU,MDC,Alavés,es La Liga,25,1998,12.6,56,35,19,26,11,19,34,55.9,15,13,5,8,19,75,31,0,Matches,carlos benavidez,exact
275,Ismaël Bennacer,dz ALG,MDC,Milan,it Serie A,25,1997,12.8,29,19,11,16,2,11,22,50.0,11,12,4,8,12,41,9,2,Matches,ismael bennacer,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
276,Saïd Benrahma,dz ALG,AG,West Ham,eng Premier League,27,1995,6.9,8,4,5,3,0,4,15,26.7,11,8,0,8,5,13,7,0,Matches,said benrahma,exact
277,Saïd Benrahma,dz ALG,AG,Lyon,fr Ligue 1,27,1995,8.6,9,7,1,6,2,5,7,71.4,2,7,0,7,1,10,3,0,Matches,said benrahma,exact
278,Ramy Bensebaini,dz ALG,DG,Dortmund,de Bundesliga,28,1995,11.5,34,21,21,11,2,24,34,70.6,10,22,7,15,16,50,37,0,Matches,ramy bensebaini,exact
279,Nabil Bentaleb,dz ALG,MDC,Lille,fr Ligue 1,28,1994,21.9,49,32,29,18,2,22,43,51.2,21,33,12,21,37,86,33,0,Matches,nabil bentaleb,exact
280,Rodrigo Bentancur,uy URU,MDC,Tottenham,eng Premier League,26,1997,11.2,23,15,10,11,2,10,24,41.7,14,15,4,11,17,40,16,1,Matches,rodrigo bentancur,exact
281,Daniel Bentley,eng ENG,G,Wolves,eng Premier League,30,1993,4.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches,daniel bentley,exact
282,Lucas Beraldo,br BRA,DC,Paris S-G,fr Ligue 1,19,2003,11.2,22,14,14,8,0,10,25,40.0,15,15,6,9,20,42,25,0,Matches,lucas beraldo,exact
283,Domenico Berardi,it ITA,AD,Sassuolo,it Serie A,28,1994,15.9,17,8,7,9,1,2,21,9.5,19,17,0,17,13,30,9,0,Matches,domenico berardi,exact
284,Yuri Berchiche,es ESP,DG,Athletic Club,es La Liga,33,1990,21.4,33,25,13,14,6,19,33,57.6,14,28,9,19,20,53,62,0,Matches,yuri berchiche,exact
285,Álex Berenguer,es ESP,AG,Athletic Club,es La Liga,28,1995,17.7,23,14,9,9,5,7,24,29.2,17,23,0,23,5,28,13,0,Matches,alex berenguer,exact
