Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,name_norm,match_type
209,Mamady Bangré,bf BFA,MIL,Toulouse,fr Ligue 1,22.0,2001.0,8,0,101,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,10.0,9.0,12.0,0.0,0.89,0.89,0.0,0.89,0.12,0.59,0.71,0.12,0.71,mamady bangre,exact
210,Mattia Bani,it ITA,DC,Genoa,it Serie A,29.0,1993.0,27,27,2306,25.6,2,0,2,2,0,0,9,0,1.2,1.2,0.1,1.3,5.0,37.0,4.0,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05,mattia bani,exact
211,Léo Baptistão,br BRA,BU,Almería,es La Liga,30.0,1992.0,32,22,1837,20.4,6,0,6,6,0,0,6,1,5.3,5.3,1.8,7.1,26.0,45.0,88.0,0.29,0.0,0.29,0.29,0.29,0.25,0.09,0.34,0.25,0.34,leo baptistao,exact
212,Shandon Baptiste,gd GRN,MC,Brentford,eng Premier League,25.0,1998.0,10,2,229,2.5,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,3.0,5.0,1.0,0.39,0.39,0.79,0.39,0.79,0.35,0.08,0.43,0.35,0.43,shandon baptiste,exact
213,Antonín Barák,cz CZE,MOC,Fiorentina,it Serie A,28.0,1994.0,21,8,808,9.0,2,3,5,2,0,0,2,0,1.5,1.5,2.2,3.8,17.0,33.0,64.0,0.22,0.33,0.56,0.22,0.56,0.17,0.25,0.42,0.17,0.42,antonin barak,exact
214,Valentín Barco,ar ARG,DG,Brighton,eng Premier League,19.0,2004.0,6,3,307,3.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,8.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.13,0.05,0.13,valentin barco,exact
215,Bradley Barcola,fr FRA,BU,Lyon,fr Ligue 1,20.0,2002.0,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,11.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,bradley barcola,exact
216,Bradley Barcola,fr FRA,BU,Paris S-G,fr Ligue 1,20.0,2002.0,25,18,1370,15.2,4,7,11,4,0,0,3,1,4.5,4.5,5.2,9.8,93.0,56.0,216.0,0.26,0.46,0.72,0.26,0.72,0.3,0.34,0.64,0.3,0.64,bradley barcola,exact
217,Melvin Bard,fr FRA,DG,Nice,fr Ligue 1,22.0,2000.0,32,31,2654,29.5,1,2,3,1,0,0,7,1,0.5,0.5,2.8,3.4,60.0,111.0,99.0,0.03,0.07,0.1,0.03,0.1,0.02,0.1,0.11,0.02,0.11,melvin bard,exact
218,Nicolò Barella,it ITA,MC,Inter,it Serie A,26.0,1997.0,37,34,2846,31.6,2,3,5,2,0,0,7,0,5.1,5.1,3.4,8.5,68.0,278.0,144.0,0.06,0.09,0.16,0.06,0.16,0.16,0.11,0.27,0.16,0.27,nicolo barella,exact
219,Kike Barja,es ESP,BU,Osasuna,es La Liga,26.0,1997.0,16,3,303,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,17.0,8.0,41.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.2,0.07,0.2,kike barja,exact
220,Ross Barkley,eng ENG,MC,Luton Town,eng Premier League,29.0,1993.0,32,30,2618,29.1,5,4,9,5,0,0,6,0,4.1,4.1,3.7,7.9,48.0,163.0,39.0,0.17,0.14,0.31,0.17,0.31,0.14,0.13,0.27,0.14,0.27,ross barkley,exact
221,Aymen Barkok,ma MAR,AD,Mainz 05,de Bundesliga,25.0,1998.0,13,1,321,3.6,1,0,1,1,0,1,2,0,1.7,0.9,0.3,1.2,14.0,16.0,33.0,0.28,0.0,0.28,0.28,0.28,0.48,0.07,0.55,0.26,0.33,aymen barkok,exact
222,Harvey Barnes,eng ENG,BU,Newcastle Utd,eng Premier League,25.0,1997.0,21,7,802,8.9,5,3,8,5,0,0,2,0,3.6,3.6,3.2,6.8,45.0,34.0,79.0,0.56,0.34,0.9,0.56,0.9,0.4,0.36,0.76,0.4,0.76,harvey barnes,exact
223,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23.0,2000.0,31,29,2606,29.0,4,1,5,4,0,0,8,0,4.5,4.5,1.1,5.6,22.0,93.0,46.0,0.14,0.03,0.17,0.14,0.17,0.16,0.04,0.19,0.16,0.19,leandro barreiro martins,original
224,Enzo Barrenechea,ar ARG,MC,Frosinone,it Serie A,22.0,2001.0,36,32,2811,31.2,0,1,1,0,0,0,10,0,0.6,0.6,1.7,2.3,10.0,155.0,24.0,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07,enzo barrenechea,exact
225,Ander Barrenetxea,es ESP,BU,Real Sociedad,es La Liga,21.0,2001.0,29,20,1427,15.9,4,1,5,4,0,0,1,0,3.5,3.5,1.3,4.8,56.0,39.0,163.0,0.25,0.06,0.32,0.25,0.32,0.22,0.08,0.3,0.22,0.3,ander barrenetxea,exact
226,Pablo Barrios,es ESP,MC,Atlético Madrid,es La Liga,20.0,2003.0,24,17,1555,17.3,0,1,1,0,0,0,5,0,0.9,0.9,1.9,2.8,37.0,98.0,56.0,0.0,0.06,0.06,0.0,0.06,0.05,0.11,0.16,0.05,0.16,pablo barrios,exact
227,Davide Bartesaghi,it ITA,DEF,Milan,it Serie A,17.0,2005.0,6,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,davide bartesaghi,exact
228,Marc Bartra,es ESP,DC,Betis,es La Liga,32.0,1991.0,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,marc bartra,exact
229,Federico Baschirotto,it ITA,DC,Lecce,it Serie A,26.0,1996.0,37,37,3294,36.6,0,1,1,0,0,0,3,1,1.7,1.5,0.7,2.1,28.0,96.0,3.0,0.0,0.03,0.03,0.0,0.03,0.05,0.02,0.07,0.04,0.06,federico baschirotto,exact
230,Steven Baseya,fr FRA,DEF,Strasbourg,fr Ligue 1,18.0,2005.0,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,steven baseya,exact
231,Chris Basham,eng ENG,DC,Sheffield Utd,eng Premier League,35.0,1988.0,8,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.04,0.1,chris basham,exact
232,Toma Bašić,hr CRO,MC,Salernitana,it Serie A,26.0,1996.0,15,14,1162,12.9,0,0,0,0,0,0,5,0,0.6,0.6,0.5,1.1,11.0,53.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,toma basic,exact
