Name,Position
George Abbott,MIL
Marcus Bettinelli,G
Wilfried Zaha,ATT
Jonjo Shelvey,MIL
Dale Taylor,ATT
Josh Acheampong,DEF
Jeremy Sarmiento,ATT
Billy Fewster,MIL
Yunus Emre Konak,MIL
Luka Milivojević,MIL
Yankuba Minteh,ATT
Tim Krul,G
Cameron Ferguson,ATT
Adrian Mazilu,ATT
Hakim Ziyech,MIL
Allan Campbell,MIL
Luke Plange,ATT
Maxwell Kinsey-Wellings,DEF
Matthew Whittingham,MIL
Mauro Gomes Bandeira,MIL
Seán Grehan,DEF
Folarin Balogun,ATT
Jackson Smith,G
John McAtee,ATT
Taylor Richards,MIL
Killian Phillips,MIL
Hayao Kawabe,MIL
Sydie frederick Peck,MIL
Bradley Ibrahim,MIL
Lander Emery,G
Benicio Baker-Boaitey,ATT
Kieffer Moore,ATT
Adam Lewis,DEF
Ji-Soo Kim,DEF
Reda Khadra,MIL
Jayden Wareham,ATT
Enso González,ATT
Malachi Fagan-Walcott,DEF
Ben Doak,ATT
Fletcher Holman,MIL
Alex Rúnarsson,G
Andrey Santos,MIL
John-Kymani Gordon,ATT
Malang Sarr,DEF
Lucas Bergström,G
Eric Bailly,DEF
Édouard Mendy,G
Joe Johnson,DEF
Zak Norton Sturge,DEF
Max Robson,MIL
Ellery Balcombe,G
Tayo Adaramola,DEF
Ayden Heaven,DEF
Wout Weghorst,ATT
Fraser Forster,G
Dermot Mee,G
Pierre Ekwah,MIL
Dujuan Richards,ATT
Axel Tuanzebe,DEF
Vítězslav Jaroš,G
Jensen Weir,MIL
Omari Hutchinson,MIL
Kelland Watts,DEF
Ki-Jana Hoever,DEF
Pierre-Emerick Aubameyang,ATT
Antwoine Hackford,ATT
N'Golo Kanté,MIL
Kaelan Casey,DEF
Temple Ojinnaka,MIL
Brooke Norton-Cuffy,DEF
Jean-Philippe Gbamin,MIL
Luke McNally,DEF
Vicente Guaita,G
Josh King,MIL
Yerson Mosquera,DEF
Romelu Lukaku,ATT
Alex Telles,DEF
Dominic dos Santos Martins,MIL
Kaide Gordon,ATT
Max Reuben Woltman,MIL
Ivan Cavaleiro,ATT
Harry Clarke,DEF
Thomas Charlie Wooster,G
Kalidou Koulibaly,DEF
Nathan Butler-Oyedeji,ATT
Wayne Hennessey,G
James Shea,G
Joe Bryan,DEF
Radek Vítek,G
Aaron Keto-Diyawa,DEF
Naouirou Ahamada,MIL
Roshaun Andre Mathurin,ATT
Joseph Anang,G
Deivid Washington,ATT
Rhys Bennett,DEF
Brandon Aguilera,MIL
Fabian Mrozek,G
Jordan Amissah,G
Denis Zakaria,MIL
Michael Forbes,DEF
Paul Glatzel,ATT
Mipo Odubeko,ATT
Máximo Perrone,MIL
Romaine Mundle,MIL
Scott Twine,MIL
Nikola Vlašić,MIL
Altay Bayındır,G
Nathan Bishop,G
Jayden Danns,ATT
Luca Gunter,G
Cédric,DEF
Eddie Beach,G
Matt Dibley-Dias,MIL
Joe O'Shaughnessy,G
Diego Rosa,MIL
Taye Ashby-Hammond,G
Myles Spencer Peart-Harris,MIL
Matt Macey,G
Luke Harris,MIL
Kaine Kesler-Hayden,DEF
Viljami Sinisalo,G
Joe White,MIL
Chiquinho,ATT
Kristian Šekularac,MIL
Kallum Cesay,MIL
Mads Sørensen,DEF
Sam Curtis,DEF
Logan Pye,DEF
Nathan Moriah-Welsh,MIL
Japhet Tanganga,DEF
Mackenzie Hunt,MIL
Mason Greenwood,ATT
Bailey Peacock-Farrell,G
Joseph Charles Gardner,ATT
Oliver Scarles,DEF
Jayden Luker,MIL
Michael Obafemi,ATT
Amara Nallo,DEF
Marcel Sabitzer,MIL
Matija Šarkić,G
Kevin Mbabu,DEF
Dara Costelloe,ATT
Jamie Cumming,G
Anderson Arroyo,DEF
Troy Parrott,ATT
Harry Tyrer,G
Hákon Rafn Valdimarsson,G
Oliver Hammond,MIL
Diego Moreira,ATT
Álvaro Carreras,DEF
Jack Butland,G
Jamal Lewis,DEF
Kjell Scherpen,G
Luca Ashby-Hammond,G
Andi Zeqiri,ATT
Josh Wilson-Esbrand,DEF
Filip Marschall,G
Imari Samuels,DEF
Alex Gibson-Hammond,MIL
Tom Cannon,ATT
Hugo Lloris,G
Jaden Philogene,MIL
Calvin Ramsay,DEF
Jordan Smith,G
Alfie Dorrington,DEF
Roberto Firmino,ATT
Yangel Herrera,MIL
Evan Easton,DEF
Ademola Ola-Adebomi,ATT
Alex Murphy,DEF
Travis Enrique Hernes,MIL
Ryan Sessegnon,MIL
Trey Nyoni,MIL
Ethan Laird,DEF
Lawrence Vigouroux,G
Karl Darlow,G
Mazeed Ogungbo,DEF
Louis Jackson,DEF
Tanguy Ndombélé,MIL
James Balagizi,MIL
Marqes Muir,DEF
Jamie Donley,ATT
Jeff Hendrick,MIL
Slobodan Tedić,ATT
Aaron Donnelly,DEF
Michael Ndiweni,ATT
Adam Alan Harrison,G
Oliwier Zych,G
Mohamed Dräger,DEF
Dele Alli,MIL
Justin Devenny,MIL
Finley Christopher Ryan Munroe,DEF
Nicolas Pépé,ATT
Callum Marshall,ATT
James Tomkins,DEF
Noam Emeran,ATT
Ethan Wheatley,ATT
José Mateo Mejía Piedrahita,ATT
Joshua Philip Feeney,DEF
Mohamed Elneny,MIL
Sergi Canós,MIL
Nile John,MIL
James McConnell,MIL
Loïc Badé,DEF
Ethan Nwaneri,MIL
Karl Hein,G
Teddy Samuel Sharman-Lowe,G
James Norris,DEF
Sean McAllister,MIL
Matthew Lowton,DEF
Yan Couto,DEF
Lewis O'Brien,MIL
Jesurun Rak-Sakyi,MIL
Christian Pulišić,MIL
Finley Marjoram,MIL
Ainsley Maitland-Niles,MIL
Mateusz Musiałowski,MIL
James Hillson,G
Harry Amass,DEF
Alexander Paul Borto,G
Daniel Adu-Adjei,MIL
Marcel Lewis,MIL
Will Lankshear,ATT
Samy Chouchane,MIL
Jordan Henderson,MIL
Ciaran Clark,DEF
Dan Potts,DEF
Tarique Fosu,MIL
Lewis Koumas,ATT
Jamal Baptiste,DEF
Billy Blacker,ATT
Ben Knight,MIL
Kamarai Swyer,MIL
Devan Austin Tanton Pedraza,DEF
Connor McAvoy,DEF
Ben Greenwood,DEF
Ishé Samuels-Smith,DEF
Siriki Dembélé,MIL
Joel Valencia,MIL
Ethan Galbraith,MIL
Salah-Eddine Oulad M'Hand,MIL
Mikey Steven Danny Moore,MIL
Aribusitamunoipirim Emmanuel Pepple,ATT
Jonathan Panzo,DEF
Jesse Lingard,MIL
Dominic Sadi,MIL
Carlos Mendes Gomes,ATT
Fin Back,DEF
Jadan Raymond,MIL
Aaron Alex Pressley,ATT
Tyler Jaden Napier Edward Onyango,MIL
Charlie Goode,DEF
Jay Turner-Cooke,MIL
Will Fish,DEF
Luke Chambers,DEF
Charlie Savage,MIL
Ângelo,ATT
Marquinhos,ATT
Thomas Hill,MIL
Daniel Podence,MIL
Malcolm Ebiowei,ATT
Idris Adewale Olarewaju Odutayo,DEF
Cesare Casadei,MIL
Steven Sessegnon,DEF
Fodé Ballo-Touré,DEF
Sam McClelland,DEF
